   1.9030000e+03   2.0000000e+00   1.1000000e+01   1.0215723e+03   1.0217077e+03   1.0223850e+03   1.0225882e+03   1.0225205e+03   1.0228591e+03   1.0228591e+03   1.0234009e+03   1.0240782e+03   1.0243491e+03   1.0244507e+03   1.0249248e+03   1.0243152e+03   1.0241798e+03   1.0239089e+03   1.0241121e+03   1.0235702e+03   1.0237734e+03   1.0234348e+03   1.0231639e+03   1.0226898e+03   1.0226898e+03   1.0224866e+03   1.0226221e+03
   1.9030000e+03   2.0000000e+00   1.2000000e+01   1.0220464e+03   1.0217755e+03   1.0218432e+03   1.0215723e+03   1.0214368e+03   1.0216400e+03   1.0219786e+03   1.0223173e+03   1.0231300e+03   1.0235364e+03   1.0244168e+03   1.0255682e+03   1.0259746e+03   1.0262455e+03   1.0268889e+03   1.0277016e+03   1.0282773e+03   1.0291578e+03   1.0292932e+03   1.0297673e+03   1.0303092e+03   1.0309187e+03   1.0311219e+03   1.0311558e+03
   1.9030000e+03   2.0000000e+00   1.3000000e+01   1.0310542e+03   1.0309187e+03   1.0306478e+03   1.0305123e+03   1.0302414e+03   1.0299028e+03   1.0294287e+03   1.0291578e+03   1.0287514e+03   1.0281419e+03   1.0278371e+03   1.0270921e+03   1.0258730e+03   1.0247216e+03   1.0237734e+03   1.0231639e+03   1.0225543e+03   1.0221480e+03   1.0217416e+03   1.0210643e+03   1.0203870e+03   1.0196420e+03   1.0189648e+03   1.0183552e+03
   1.9030000e+03   2.0000000e+00   1.4000000e+01   1.0175086e+03   1.0167975e+03   1.0160863e+03   1.0152736e+03   1.0152059e+03   1.0153074e+03   1.0150704e+03   1.0152059e+03   1.0153413e+03   1.0147656e+03   1.0147656e+03   1.0151043e+03   1.0146979e+03   1.0144270e+03   1.0140206e+03   1.0138513e+03   1.0135465e+03   1.0137836e+03   1.0136820e+03   1.0136820e+03   1.0136481e+03   1.0137497e+03   1.0138174e+03   1.0139529e+03
   1.9030000e+03   2.0000000e+00   1.5000000e+01   1.0140206e+03   1.0142238e+03   1.0140883e+03   1.0142238e+03   1.0143593e+03   1.0147318e+03   1.0151720e+03   1.0155784e+03   1.0161879e+03   1.0165266e+03   1.0169329e+03   1.0173393e+03   1.0176779e+03   1.0178134e+03   1.0178134e+03   1.0182875e+03   1.0187616e+03   1.0193711e+03   1.0197775e+03   1.0204886e+03   1.0208611e+03   1.0215384e+03   1.0220802e+03   1.0224189e+03
   1.9030000e+03   2.0000000e+00   1.6000000e+01   1.0229607e+03   1.0230284e+03   1.0232993e+03   1.0235025e+03   1.0239766e+03   1.0245184e+03   1.0249925e+03   1.0257037e+03   1.0261100e+03   1.0265503e+03   1.0270921e+03   1.0273630e+03   1.0272953e+03   1.0274307e+03   1.0274307e+03   1.0277694e+03   1.0278371e+03   1.0284466e+03   1.0288869e+03   1.0291916e+03   1.0289207e+03   1.0290562e+03   1.0289885e+03   1.0287853e+03
   1.9030000e+03   2.0000000e+00   1.7000000e+01   1.0284805e+03   1.0286160e+03   1.0280741e+03   1.0281419e+03   1.0278032e+03   1.0276000e+03   1.0272614e+03   1.0270582e+03   1.0272614e+03   1.0273291e+03   1.0269905e+03   1.0269228e+03   1.0264487e+03   1.0262794e+03   1.0259746e+03   1.0257037e+03   1.0256698e+03   1.0256359e+03   1.0257037e+03   1.0257714e+03   1.0257714e+03   1.0259746e+03   1.0255682e+03   1.0256359e+03
   1.9030000e+03   2.0000000e+00   1.8000000e+01   1.0251618e+03   1.0247893e+03   1.0242475e+03   1.0236380e+03   1.0231977e+03   1.0229607e+03   1.0226898e+03   1.0224866e+03   1.0223511e+03   1.0220802e+03   1.0212336e+03   1.0207595e+03   1.0198791e+03   1.0186600e+03   1.0181859e+03   1.0178472e+03   1.0173731e+03   1.0164927e+03   1.0162895e+03   1.0151381e+03   1.0141222e+03   1.0122258e+03   1.0097199e+03   1.0101601e+03
   1.9030000e+03   2.0000000e+00   1.9000000e+01   1.0095167e+03   1.0085685e+03   1.0075526e+03   1.0059271e+03   1.0053176e+03   1.0040308e+03   1.0026762e+03   1.0008476e+03   1.0001703e+03   9.9915437e+02   9.9969619e+02   9.9922210e+02   9.9861255e+02   9.9851096e+02   9.9813845e+02   9.9786754e+02   9.9779981e+02   9.9949301e+02   9.9928983e+02   9.9942528e+02   9.9956074e+02   1.0001026e+03   1.0003396e+03   1.0013217e+03
   1.9030000e+03   2.0000000e+00   2.0000000e+01   1.0011862e+03   1.0020667e+03   1.0030826e+03   1.0046403e+03   1.0055208e+03   1.0092458e+03   1.0111422e+03   1.0136481e+03   1.0156122e+03   1.0157477e+03   1.0157477e+03   1.0137158e+03   1.0112099e+03   1.0094490e+03   1.0075526e+03   1.0057240e+03   1.0027439e+03   1.0002380e+03   9.9908664e+02   9.9807072e+02   9.9719026e+02   9.9590344e+02   9.9735958e+02   9.9800300e+02
   1.9030000e+03   2.0000000e+00   2.1000000e+01   9.9820618e+02   9.9786754e+02   9.9803686e+02   9.9779981e+02   9.9725799e+02   9.9746117e+02   9.9786754e+02   9.9786754e+02   9.9807072e+02   9.9800300e+02   9.9810459e+02   9.9820618e+02   9.9695322e+02   9.9688549e+02   9.9719026e+02   9.9773209e+02   9.9783368e+02   9.9895119e+02   9.9969619e+02   1.0010507e+03   1.0018635e+03   1.0024730e+03   1.0033874e+03   1.0039292e+03
   1.9030000e+03   2.0000000e+00   2.2000000e+01   1.0045726e+03   1.0048435e+03   1.0047080e+03   1.0052499e+03   1.0049790e+03   1.0053853e+03   1.0052499e+03   1.0043017e+03   1.0034212e+03   1.0026424e+03   1.0005767e+03   9.9928983e+02   9.9630980e+02   9.9353296e+02   9.9055294e+02   9.8791155e+02   9.8581199e+02   9.8449130e+02   9.8283197e+02   9.8222242e+02   9.8208696e+02   9.8283197e+02   9.8269651e+02   9.8235788e+02
   1.9030000e+03   2.0000000e+00   2.3000000e+01   9.8394948e+02   9.8367857e+02   9.8537176e+02   9.8523631e+02   9.8523631e+02   9.8550722e+02   9.8584586e+02   9.8537176e+02   9.8510085e+02   9.8604904e+02   9.8642154e+02   9.8852110e+02   9.8858883e+02   9.9048521e+02   9.9109476e+02   9.9360069e+02   9.9475206e+02   9.9597116e+02   9.9752890e+02   9.9857868e+02   9.9928983e+02   9.9996710e+02   1.0005089e+03   1.0006444e+03
   1.9030000e+03   2.0000000e+00   2.4000000e+01   1.0003735e+03   9.9989938e+02   9.9861255e+02   9.9698708e+02   9.9610662e+02   9.9336364e+02   9.9116249e+02   9.8899520e+02   9.8615063e+02   9.8432198e+02   9.8239174e+02   9.8056309e+02   9.7907308e+02   9.7988581e+02   9.7907308e+02   9.7826034e+02   9.7751534e+02   9.7792170e+02   9.7795557e+02   9.7839580e+02   9.7846353e+02   9.7880217e+02   9.7890376e+02   9.8029218e+02
   1.9030000e+03   2.0000000e+00   2.5000000e+01   9.7981808e+02   9.8096946e+02   9.8103718e+02   9.8225628e+02   9.8225628e+02   9.8313674e+02   9.8415266e+02   9.8604904e+02   9.8591358e+02   9.8740360e+02   9.8841951e+02   9.8946929e+02   9.8940157e+02   9.8858883e+02   9.8831792e+02   9.8825019e+02   9.8885974e+02   9.9021430e+02   9.9014657e+02   9.8919838e+02   9.8770837e+02   9.8513471e+02   9.8330606e+02   9.8066468e+02
   1.9030000e+03   2.0000000e+00   2.6000000e+01   9.7815875e+02   9.7653328e+02   9.8154514e+02   9.8350925e+02   9.8398334e+02   9.8438971e+02   9.8459289e+02   9.8581199e+02   9.8703109e+02   9.8892747e+02   9.9055294e+02   9.9163658e+02   9.9312660e+02   9.9427797e+02   9.9536161e+02   9.9583571e+02   9.9610662e+02   9.9617435e+02   9.9549707e+02   9.9468433e+02   9.9326205e+02   9.9123022e+02   9.8825019e+02   9.8438971e+02
   1.9030000e+03   2.0000000e+00   2.7000000e+01   9.7951331e+02   9.7284212e+02   9.6688207e+02   9.6342795e+02   9.6112521e+02   9.5922883e+02   9.6004157e+02   9.6200567e+02   9.6498569e+02   9.6864300e+02   9.7206325e+02   9.7456918e+02   9.7761693e+02   9.8052922e+02   9.8249333e+02   9.8466062e+02   9.8628609e+02   9.8784383e+02   9.8906293e+02   9.8994339e+02   9.9068839e+02   9.9146726e+02   9.9190749e+02   9.9251705e+02
   1.9030000e+03   2.0000000e+00   2.8000000e+01   9.9299114e+02   9.9373615e+02   9.9387160e+02   9.9400706e+02   9.9407478e+02   9.9421024e+02   9.9468433e+02   9.9509070e+02   9.9563252e+02   9.9563252e+02   9.9583571e+02   9.9570025e+02   9.9536161e+02   9.9522616e+02   9.9502297e+02   9.9536161e+02   9.9536161e+02   9.9590344e+02   9.9664844e+02   9.9712254e+02   9.9732572e+02   9.9752890e+02   9.9779981e+02   9.9725799e+02
