   1.9030000e+03   2.0000000e+00   1.0000000e+00   9.7873444e+02   9.7941172e+02   9.8022445e+02   9.8022445e+02   9.8002127e+02   9.7954717e+02   9.7914080e+02   9.7927626e+02   9.7920853e+02   9.7998740e+02   9.8063082e+02   9.8130809e+02   9.8218856e+02   9.8347538e+02   9.8394948e+02   9.8631995e+02   9.8808087e+02   9.8984180e+02   9.9092544e+02   9.9305887e+02   9.9478593e+02   9.9688549e+02   9.9925596e+02   1.0010846e+03
   1.9030000e+03   2.0000000e+00   2.0000000e+00   1.0025069e+03   1.0040646e+03   1.0053853e+03   1.0077219e+03   1.0086363e+03   1.0102617e+03   1.0118533e+03   1.0128015e+03   1.0137497e+03   1.0145963e+03   1.0152059e+03   1.0159847e+03   1.0165266e+03   1.0165943e+03   1.0168313e+03   1.0168652e+03   1.0168652e+03   1.0168652e+03   1.0164588e+03   1.0157138e+03   1.0153074e+03   1.0150704e+03   1.0151043e+03   1.0151043e+03
   1.9030000e+03   2.0000000e+00   3.0000000e+00   1.0153074e+03   1.0155445e+03   1.0158831e+03   1.0158154e+03   1.0158831e+03   1.0162895e+03   1.0165604e+03   1.0168313e+03   1.0172716e+03   1.0177795e+03   1.0178811e+03   1.0178472e+03   1.0176779e+03   1.0178472e+03   1.0177795e+03   1.0179827e+03   1.0178472e+03   1.0176779e+03   1.0173054e+03   1.0168991e+03   1.0160863e+03   1.0163234e+03   1.0161540e+03   1.0164250e+03
   1.9030000e+03   2.0000000e+00   4.0000000e+00   1.0162895e+03   1.0159509e+03   1.0156122e+03   1.0148672e+03   1.0143931e+03   1.0140883e+03   1.0139868e+03   1.0140545e+03   1.0138513e+03   1.0135804e+03   1.0136143e+03   1.0132756e+03   1.0128692e+03   1.0126661e+03   1.0130724e+03   1.0126661e+03   1.0126661e+03   1.0125306e+03   1.0128692e+03   1.0134111e+03   1.0129708e+03   1.0132756e+03   1.0136143e+03   1.0140206e+03
   1.9030000e+03   2.0000000e+00   5.0000000e+00   1.0143593e+03   1.0140545e+03   1.0147656e+03   1.0151720e+03   1.0155784e+03   1.0152736e+03   1.0153074e+03   1.0157138e+03   1.0157815e+03   1.0161879e+03   1.0157815e+03   1.0149349e+03   1.0142577e+03   1.0139529e+03   1.0133772e+03   1.0130386e+03   1.0128015e+03   1.0130386e+03   1.0121242e+03   1.0118533e+03   1.0108036e+03   1.0104310e+03   1.0101601e+03   1.0097199e+03
   1.9030000e+03   2.0000000e+00   6.0000000e+00   1.0089072e+03   1.0080267e+03   1.0066044e+03   1.0050467e+03   1.0038615e+03   1.0029471e+03   1.0021005e+03   1.0015248e+03   1.0004073e+03   9.9942528e+02   9.9844323e+02   9.9641139e+02   9.9377001e+02   9.9038362e+02   9.8835179e+02   9.9021430e+02   9.9424410e+02   9.9553093e+02   9.9786754e+02   9.9932369e+02   1.0004751e+03   1.0013555e+03   1.0021344e+03   1.0027101e+03
   1.9030000e+03   2.0000000e+00   7.0000000e+00   1.0029810e+03   1.0032180e+03   1.0029810e+03   1.0024392e+03   1.0016264e+03   1.0009492e+03   9.9966233e+02   9.9854482e+02   9.9712254e+02   9.9498911e+02   9.9234773e+02   9.9001112e+02   9.8791155e+02   9.8642154e+02   9.8543949e+02   9.8557495e+02   9.8747132e+02   9.8923225e+02   9.9075612e+02   9.9238159e+02   9.9475206e+02   9.9573412e+02   9.9776595e+02   9.9874800e+02
   1.9030000e+03   2.0000000e+00   8.0000000e+00   9.9989938e+02   1.0005767e+03   1.0008814e+03   1.0009153e+03   1.0013894e+03   1.0013894e+03   1.0016603e+03   1.0018296e+03   1.0027101e+03   1.0032180e+03   1.0036244e+03   1.0043017e+03   1.0048096e+03   1.0055546e+03   1.0063335e+03   1.0075526e+03   1.0087040e+03   1.0096183e+03   1.0103972e+03   1.0111083e+03   1.0111083e+03   1.0119888e+03   1.0114470e+03   1.0114470e+03
   1.9030000e+03   2.0000000e+00   9.0000000e+00   1.0111083e+03   1.0109390e+03   1.0114131e+03   1.0123274e+03   1.0132756e+03   1.0145286e+03   1.0153074e+03   1.0163234e+03   1.0176779e+03   1.0194388e+03   1.0210643e+03   1.0228252e+03   1.0228930e+03   1.0237734e+03   1.0244507e+03   1.0262794e+03   1.0257375e+03   1.0263471e+03   1.0263471e+03   1.0268889e+03   1.0265503e+03   1.0254666e+03   1.0246539e+03   1.0243152e+03
   1.9030000e+03   2.0000000e+00   1.0000000e+01   1.0242475e+03   1.0237057e+03   1.0229607e+03   1.0224189e+03   1.0221141e+03   1.0214030e+03   1.0207934e+03   1.0203193e+03   1.0197098e+03   1.0194388e+03   1.0189309e+03   1.0180504e+03   1.0164250e+03   1.0160863e+03   1.0155445e+03   1.0153413e+03   1.0159509e+03   1.0170345e+03   1.0175086e+03   1.0182536e+03   1.0185922e+03   1.0194727e+03   1.0199129e+03   1.0206241e+03
